Mod:Item:MetaData, Localized Name
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Black Quartz Cross Guard
tconstruct:cross_guard:0, Restonia Crystal Cross Guard
tconstruct:cross_guard:0, Palis Crystal Cross Guard
tconstruct:cross_guard:0, Diamatine Crystal Cross Guard
tconstruct:cross_guard:0, Void Crystal Cross Guard
tconstruct:cross_guard:0, Emeradic Crystal Cross Guard
tconstruct:cross_guard:0, Enori Crystal Cross Guard
tconstruct:cross_guard:0, Sunnarium Cross Guard
tconstruct:cross_guard:0, Sky Stone Cross Guard
tconstruct:cross_guard:0, Certus Quartz Cross Guard
tconstruct:cross_guard:0, Fluix Cross Guard
tconstruct:cross_guard:0, Fluix Steel Cross Guard
tconstruct:cross_guard:0, Aquamarine Cross Guard
tconstruct:cross_guard:0, Starmetal Cross Guard
tconstruct:cross_guard:0, Crystal Matrix Cross Guard
tconstruct:cross_guard:0, Neutronium Cross Guard
tconstruct:cross_guard:0, Infinity Cross Guard
tconstruct:cross_guard:0, Bound Cross Guard
tconstruct:cross_guard:0, Sentient Cross Guard
tconstruct:cross_guard:0, Livingrock Cross Guard
tconstruct:cross_guard:0, Livingwood Cross Guard
tconstruct:cross_guard:0, Dreamwood Cross Guard
tconstruct:cross_guard:0, Manasteel Cross Guard
tconstruct:cross_guard:0, Terrasteel Cross Guard
tconstruct:cross_guard:0, Elementium Cross Guard
tconstruct:cross_guard:0, Draconium Cross Guard
tconstruct:cross_guard:0, Wyvern Cross Guard
tconstruct:cross_guard:0, Draconic Cross Guard
tconstruct:cross_guard:0, Chaotic Cross Guard
tconstruct:cross_guard:0, Litherite Cross Guard
tconstruct:cross_guard:0, Erodium Cross Guard
tconstruct:cross_guard:0, Kyronite Cross Guard
tconstruct:cross_guard:0, Pladium Cross Guard
tconstruct:cross_guard:0, Ionite Cross Guard
tconstruct:cross_guard:0, Aethium Cross Guard
tconstruct:cross_guard:0, Lonsdaleite Cross Guard
tconstruct:cross_guard:0, Mica Cross Guard
tconstruct:cross_guard:0, Apatite Cross Guard
tconstruct:cross_guard:0, Essence-Infused Cross Guard
tconstruct:cross_guard:0, Meaty Cross Guard
tconstruct:cross_guard:0, Pink Slime Cross Guard
tconstruct:cross_guard:0, Pink Metal Cross Guard
tconstruct:cross_guard:0, Rubber Cross Guard
tconstruct:cross_guard:0, Advanced Alloy Cross Guard
tconstruct:cross_guard:0, Energium Cross Guard
tconstruct:cross_guard:0, Carbon Fiber Cross Guard
tconstruct:cross_guard:0, Iridium Cross Guard
tconstruct:cross_guard:0, UU-Metal Cross Guard
tconstruct:cross_guard:0, Osmium Cross Guard
tconstruct:cross_guard:0, Refined Obsidian Cross Guard
tconstruct:cross_guard:0, Refined Glowstone Cross Guard
tconstruct:cross_guard:0, HDPE Cross Guard
tconstruct:cross_guard:0, Dark Matter Cross Guard
tconstruct:cross_guard:0, Red Matter Cross Guard
tconstruct:cross_guard:0, Fluxed Electrum Cross Guard
tconstruct:cross_guard:0, Flux Crystal Cross Guard
tconstruct:cross_guard:0, Gelid Enderium Cross Guard
tconstruct:cross_guard:0, Gelid Gem Cross Guard
tconstruct:cross_guard:0, Thaumium Cross Guard
tconstruct:cross_guard:0, Void Metal Cross Guard
tconstruct:cross_guard:0, Primal Metal Cross Guard
tconstruct:cross_guard:0, Tin Cross Guard
tconstruct:cross_guard:0, Aluminium Cross Guard
tconstruct:cross_guard:0, Nickel Cross Guard
tconstruct:cross_guard:0, Platinum Cross Guard
tconstruct:cross_guard:0, Invar Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:cross_guard:0, Signalum Cross Guard
tconstruct:cross_guard:0, Lumium Cross Guard
tconstruct:cross_guard:0, Enderium Cross Guard
tconstruct:large_plate:0, Fusewood Large Plate
tconstruct:large_plate:0, Darkwood Large Plate
tconstruct:large_plate:0, Bloodwood Large Plate
tconstruct:large_plate:0, Ghostwood Large Plate
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Black Quartz Large Plate
tconstruct:large_plate:0, Restonia Crystal Large Plate
tconstruct:large_plate:0, Palis Crystal Large Plate
tconstruct:large_plate:0, Diamatine Crystal Large Plate
tconstruct:large_plate:0, Void Crystal Large Plate
tconstruct:large_plate:0, Emeradic Crystal Large Plate
tconstruct:large_plate:0, Enori Crystal Large Plate
tconstruct:large_plate:0, Sunnarium Large Plate
tconstruct:large_plate:0, Sky Stone Large Plate
tconstruct:large_plate:0, Certus Quartz Large Plate
tconstruct:large_plate:0, Fluix Large Plate
tconstruct:large_plate:0, Fluix Steel Large Plate
tconstruct:large_plate:0, Aquamarine Large Plate
tconstruct:large_plate:0, Starmetal Large Plate
tconstruct:large_plate:0, Crystal Matrix Large Plate
tconstruct:large_plate:0, Neutronium Large Plate
tconstruct:large_plate:0, Infinity Large Plate
tconstruct:large_plate:0, Bound Large Plate
tconstruct:large_plate:0, Sentient Large Plate
tconstruct:large_plate:0, Livingrock Large Plate
tconstruct:large_plate:0, Livingwood Large Plate
tconstruct:large_plate:0, Dreamwood Large Plate
tconstruct:large_plate:0, Manasteel Large Plate
tconstruct:large_plate:0, Terrasteel Large Plate
tconstruct:large_plate:0, Elementium Large Plate
tconstruct:large_plate:0, Draconium Large Plate
tconstruct:large_plate:0, Wyvern Large Plate
tconstruct:large_plate:0, Draconic Large Plate
tconstruct:large_plate:0, Chaotic Large Plate
tconstruct:large_plate:0, Litherite Large Plate
tconstruct:large_plate:0, Erodium Large Plate
tconstruct:large_plate:0, Kyronite Large Plate
tconstruct:large_plate:0, Pladium Large Plate
tconstruct:large_plate:0, Ionite Large Plate
tconstruct:large_plate:0, Aethium Large Plate
tconstruct:large_plate:0, Lonsdaleite Large Plate
tconstruct:large_plate:0, Mica Large Plate
tconstruct:large_plate:0, Apatite Large Plate
tconstruct:large_plate:0, Essence-Infused Large Plate
tconstruct:large_plate:0, Meaty Large Plate
tconstruct:large_plate:0, Pink Slime Large Plate
tconstruct:large_plate:0, Pink Metal Large Plate
tconstruct:large_plate:0, Rubber Large Plate
tconstruct:large_plate:0, Advanced Alloy Large Plate
tconstruct:large_plate:0, Energium Large Plate
tconstruct:large_plate:0, Carbon Fiber Large Plate
tconstruct:large_plate:0, Iridium Large Plate
tconstruct:large_plate:0, UU-Metal Large Plate
tconstruct:large_plate:0, Osmium Large Plate
tconstruct:large_plate:0, Refined Obsidian Large Plate
tconstruct:large_plate:0, Refined Glowstone Large Plate
tconstruct:large_plate:0, HDPE Large Plate
tconstruct:large_plate:0, Dark Matter Large Plate
tconstruct:large_plate:0, Red Matter Large Plate
tconstruct:large_plate:0, Fluxed Electrum Large Plate
tconstruct:large_plate:0, Flux Crystal Large Plate
tconstruct:large_plate:0, Gelid Enderium Large Plate
tconstruct:large_plate:0, Gelid Gem Large Plate
tconstruct:large_plate:0, Thaumium Large Plate
tconstruct:large_plate:0, Void Metal Large Plate
tconstruct:large_plate:0, Primal Metal Large Plate
tconstruct:large_plate:0, Tin Large Plate
tconstruct:large_plate:0, Aluminium Large Plate
tconstruct:large_plate:0, Nickel Large Plate
tconstruct:large_plate:0, Platinum Large Plate
tconstruct:large_plate:0, Invar Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:large_plate:0, Signalum Large Plate
tconstruct:large_plate:0, Lumium Large Plate
tconstruct:large_plate:0, Enderium Large Plate
tconstruct:knife_blade:0, Fusewood Knife Blade
tconstruct:knife_blade:0, Darkwood Knife Blade
tconstruct:knife_blade:0, Bloodwood Knife Blade
tconstruct:knife_blade:0, Ghostwood Knife Blade
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Treated Wood Knife Blade
tconstruct:knife_blade:0, Black Quartz Knife Blade
tconstruct:knife_blade:0, Restonia Crystal Knife Blade
tconstruct:knife_blade:0, Palis Crystal Knife Blade
tconstruct:knife_blade:0, Diamatine Crystal Knife Blade
tconstruct:knife_blade:0, Void Crystal Knife Blade
tconstruct:knife_blade:0, Emeradic Crystal Knife Blade
tconstruct:knife_blade:0, Enori Crystal Knife Blade
tconstruct:knife_blade:0, Sunnarium Knife Blade
tconstruct:knife_blade:0, Sky Stone Knife Blade
tconstruct:knife_blade:0, Certus Quartz Knife Blade
tconstruct:knife_blade:0, Fluix Knife Blade
tconstruct:knife_blade:0, Fluix Steel Knife Blade
tconstruct:knife_blade:0, Aquamarine Knife Blade
tconstruct:knife_blade:0, Starmetal Knife Blade
tconstruct:knife_blade:0, Crystal Matrix Knife Blade
tconstruct:knife_blade:0, Neutronium Knife Blade
tconstruct:knife_blade:0, Infinity Knife Blade
tconstruct:knife_blade:0, Bound Knife Blade
tconstruct:knife_blade:0, Sentient Knife Blade
tconstruct:knife_blade:0, Livingrock Knife Blade
tconstruct:knife_blade:0, Livingwood Knife Blade
tconstruct:knife_blade:0, Dreamwood Knife Blade
tconstruct:knife_blade:0, Manasteel Knife Blade
tconstruct:knife_blade:0, Terrasteel Knife Blade
tconstruct:knife_blade:0, Elementium Knife Blade
tconstruct:knife_blade:0, Draconium Knife Blade
tconstruct:knife_blade:0, Wyvern Knife Blade
tconstruct:knife_blade:0, Draconic Knife Blade
tconstruct:knife_blade:0, Chaotic Knife Blade
tconstruct:knife_blade:0, Litherite Knife Blade
tconstruct:knife_blade:0, Erodium Knife Blade
tconstruct:knife_blade:0, Kyronite Knife Blade
tconstruct:knife_blade:0, Pladium Knife Blade
tconstruct:knife_blade:0, Ionite Knife Blade
tconstruct:knife_blade:0, Aethium Knife Blade
tconstruct:knife_blade:0, Lonsdaleite Knife Blade
tconstruct:knife_blade:0, Mica Knife Blade
tconstruct:knife_blade:0, Apatite Knife Blade
tconstruct:knife_blade:0, Essence-Infused Knife Blade
tconstruct:knife_blade:0, Meaty Knife Blade
tconstruct:knife_blade:0, Pink Slime Knife Blade
tconstruct:knife_blade:0, Pink Metal Knife Blade
tconstruct:knife_blade:0, Rubber Knife Blade
tconstruct:knife_blade:0, Advanced Alloy Knife Blade
tconstruct:knife_blade:0, Energium Knife Blade
tconstruct:knife_blade:0, Carbon Fiber Knife Blade
tconstruct:knife_blade:0, Iridium Knife Blade
tconstruct:knife_blade:0, UU-Metal Knife Blade
tconstruct:knife_blade:0, Osmium Knife Blade
tconstruct:knife_blade:0, Refined Obsidian Knife Blade
tconstruct:knife_blade:0, Refined Glowstone Knife Blade
tconstruct:knife_blade:0, HDPE Knife Blade
tconstruct:knife_blade:0, Dark Matter Knife Blade
tconstruct:knife_blade:0, Red Matter Knife Blade
tconstruct:knife_blade:0, Fluxed Electrum Knife Blade
tconstruct:knife_blade:0, Flux Crystal Knife Blade
tconstruct:knife_blade:0, Gelid Enderium Knife Blade
tconstruct:knife_blade:0, Gelid Gem Knife Blade
tconstruct:knife_blade:0, Thaumium Knife Blade
tconstruct:knife_blade:0, Void Metal Knife Blade
tconstruct:knife_blade:0, Primal Metal Knife Blade
tconstruct:knife_blade:0, Tin Knife Blade
tconstruct:knife_blade:0, Aluminium Knife Blade
tconstruct:knife_blade:0, Nickel Knife Blade
tconstruct:knife_blade:0, Platinum Knife Blade
tconstruct:knife_blade:0, Invar Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:knife_blade:0, Signalum Knife Blade
tconstruct:knife_blade:0, Lumium Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:bow_limb:0, Fusewood Bowlimb
tconstruct:bow_limb:0, Darkwood Bowlimb
tconstruct:bow_limb:0, Bloodwood Bowlimb
tconstruct:bow_limb:0, Ghostwood Bowlimb
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Treated Wood Bowlimb
tconstruct:bow_limb:0, Black Quartz Bowlimb
tconstruct:bow_limb:0, Restonia Crystal Bowlimb
tconstruct:bow_limb:0, Palis Crystal Bowlimb
tconstruct:bow_limb:0, Diamatine Crystal Bowlimb
tconstruct:bow_limb:0, Void Crystal Bowlimb
tconstruct:bow_limb:0, Emeradic Crystal Bowlimb
tconstruct:bow_limb:0, Enori Crystal Bowlimb
tconstruct:bow_limb:0, Sunnarium Bowlimb
tconstruct:bow_limb:0, Sky Stone Bowlimb
tconstruct:bow_limb:0, Certus Quartz Bowlimb
tconstruct:bow_limb:0, Fluix Bowlimb
tconstruct:bow_limb:0, Fluix Steel Bowlimb
tconstruct:bow_limb:0, Aquamarine Bowlimb
tconstruct:bow_limb:0, Starmetal Bowlimb
tconstruct:bow_limb:0, Crystal Matrix Bowlimb
tconstruct:bow_limb:0, Neutronium Bowlimb
tconstruct:bow_limb:0, Infinity Bowlimb
tconstruct:bow_limb:0, Bound Bowlimb
tconstruct:bow_limb:0, Sentient Bowlimb
tconstruct:bow_limb:0, Livingrock Bowlimb
tconstruct:bow_limb:0, Livingwood Bowlimb
tconstruct:bow_limb:0, Dreamwood Bowlimb
tconstruct:bow_limb:0, Manasteel Bowlimb
tconstruct:bow_limb:0, Terrasteel Bowlimb
tconstruct:bow_limb:0, Elementium Bowlimb
tconstruct:bow_limb:0, Draconium Bowlimb
tconstruct:bow_limb:0, Wyvern Bowlimb
tconstruct:bow_limb:0, Draconic Bowlimb
tconstruct:bow_limb:0, Chaotic Bowlimb
tconstruct:bow_limb:0, Litherite Bowlimb
tconstruct:bow_limb:0, Erodium Bowlimb
tconstruct:bow_limb:0, Kyronite Bowlimb
tconstruct:bow_limb:0, Pladium Bowlimb
tconstruct:bow_limb:0, Ionite Bowlimb
tconstruct:bow_limb:0, Aethium Bowlimb
tconstruct:bow_limb:0, Lonsdaleite Bowlimb
tconstruct:bow_limb:0, Mica Bowlimb
tconstruct:bow_limb:0, Essence-Infused Bowlimb
tconstruct:bow_limb:0, Meaty Bowlimb
tconstruct:bow_limb:0, Pink Slime Bowlimb
tconstruct:bow_limb:0, Pink Metal Bowlimb
tconstruct:bow_limb:0, Rubber Bowlimb
tconstruct:bow_limb:0, Advanced Alloy Bowlimb
tconstruct:bow_limb:0, Energium Bowlimb
tconstruct:bow_limb:0, Carbon Fiber Bowlimb
tconstruct:bow_limb:0, Iridium Bowlimb
tconstruct:bow_limb:0, UU-Metal Bowlimb
tconstruct:bow_limb:0, Osmium Bowlimb
tconstruct:bow_limb:0, Refined Obsidian Bowlimb
tconstruct:bow_limb:0, Refined Glowstone Bowlimb
tconstruct:bow_limb:0, HDPE Bowlimb
tconstruct:bow_limb:0, Dark Matter Bowlimb
tconstruct:bow_limb:0, Red Matter Bowlimb
tconstruct:bow_limb:0, Fluxed Electrum Bowlimb
tconstruct:bow_limb:0, Flux Crystal Bowlimb
tconstruct:bow_limb:0, Gelid Enderium Bowlimb
tconstruct:bow_limb:0, Gelid Gem Bowlimb
tconstruct:bow_limb:0, Thaumium Bowlimb
tconstruct:bow_limb:0, Void Metal Bowlimb
tconstruct:bow_limb:0, Primal Metal Bowlimb
tconstruct:bow_limb:0, Tin Bowlimb
tconstruct:bow_limb:0, Aluminium Bowlimb
tconstruct:bow_limb:0, Nickel Bowlimb
tconstruct:bow_limb:0, Platinum Bowlimb
tconstruct:bow_limb:0, Invar Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_limb:0, Signalum Bowlimb
tconstruct:bow_limb:0, Lumium Bowlimb
tconstruct:bow_limb:0, Enderium Bowlimb
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:bow_string:0, Hemp Fiber Bowstring
tconstruct:bow_string:0, Mana-Infused Bowstring
tconstruct:bow_string:0, Fluxed Bowstring
tconstruct:bow_string:0, Enchanted Fabric Bowstring
tconstruct:arrow_head:0, Fusewood Arrow Head
tconstruct:arrow_head:0, Darkwood Arrow Head
tconstruct:arrow_head:0, Bloodwood Arrow Head
tconstruct:arrow_head:0, Ghostwood Arrow Head
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Treated Wood Arrow Head
tconstruct:arrow_head:0, Black Quartz Arrow Head
tconstruct:arrow_head:0, Restonia Crystal Arrow Head
tconstruct:arrow_head:0, Palis Crystal Arrow Head
tconstruct:arrow_head:0, Diamatine Crystal Arrow Head
tconstruct:arrow_head:0, Void Crystal Arrow Head
tconstruct:arrow_head:0, Emeradic Crystal Arrow Head
tconstruct:arrow_head:0, Enori Crystal Arrow Head
tconstruct:arrow_head:0, Sunnarium Arrow Head
tconstruct:arrow_head:0, Sky Stone Arrow Head
tconstruct:arrow_head:0, Certus Quartz Arrow Head
tconstruct:arrow_head:0, Fluix Arrow Head
